Tag Number,Site,Plot,Species,Surv1,Surv2,Surv3,Surv4,Repr1,Repr2,Repr3,Repr4,Notes,Date:,Date:,Date:,Date:,
847,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
848,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
849,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
850,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
851,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
852,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
853,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
854,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
855,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
856,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
857,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,Y,10/23: blooming and 2 plants,4/10/2024,5/29,8/7/2024,10/22/2024,
858,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
859,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
860,15_04,1,Balduina uniflora,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
861,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
862,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
863,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
864,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
865,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
866,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
867,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
868,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
869,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
870,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,almost dead,4/10/2024,5/29,8/7/2024,10/22/2024,
871,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
872,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
873,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
874,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
875,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
876,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
877,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
878,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
879,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
880,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
881,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
882,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,Y,10/23: past flower,4/10/2024,5/29,8/7/2024,10/22/2024,
883,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,Y,10/23: past flower,4/10/2024,5/29,8/7/2024,10/22/2024,
884,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,Y,10/23: past flower,4/10/2024,5/29,8/7/2024,10/22/2024,
885,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,tiny,4/10/2024,5/29,8/7/2024,10/22/2024,
886,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
887,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,tiny,4/10/2024,5/29,8/7/2024,10/22/2024,
888,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
889,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,Y,10/23: past flower,4/10/2024,5/29,8/7/2024,10/22/2024,
890,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
891,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
892,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
893,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,Y,10/23: past flower,4/10/2024,5/29,8/7/2024,10/22/2024,
894,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,Y,10/23: past flower,4/10/2024,5/29,8/7/2024,10/22/2024,
895,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,Y,10/23: past flower,4/10/2024,5/29,8/7/2024,10/22/2024,
896,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
897,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
898,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
899,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
900,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
541,15_04,2,Oxypolis rigidior,1,0,0,1,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
542,15_04,2,Oxypolis rigidior,1,1,0,1,N,N,N,N,rhizome above ground,4/10/2024,5/29,8/7/2024,10/22/2024,
543,15_04,2,Oxypolis rigidior,1,1,0,1,N,N,N,N,tiny resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
544,15_04,2,Oxypolis rigidior,1,1,1,1,N,N,N,N,tiny resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
545,15_04,2,Oxypolis rigidior,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
546,15_04,2,Oxypolis rigidior,1,1,0,0,N,N,N,N,tiny resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
547,15_04,2,Oxypolis rigidior,1,1,1,1,N,N,N,N,tiny resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
548,15_04,2,Oxypolis rigidior,0,0,0,1,N,N,N,N,gone,4/10/2024,5/29,8/7/2024,10/22/2024,
549,15_04,2,Oxypolis rigidior,1,1,1,1,N,N,N,N,"looks like a resprout, tiny",4/10/2024,5/29,8/7/2024,10/22/2024,
550,15_04,2,Oxypolis rigidior,1,0,0,1,N,N,N,N,"looks like a resprout, tiny",4/10/2024,5/29,8/7/2024,10/22/2024,
551,15_04,2,Oxypolis rigidior,1,1,0,1,N,N,N,N,rhizome above ground,4/10/2024,5/29,8/7/2024,10/22/2024,
552,15_04,2,Oxypolis rigidior,1,1,1,1,N,N,N,N,looks like a resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
553,15_04,2,Oxypolis rigidior,1,1,1,1,N,N,N,N,looks like a resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
554,15_04,2,Oxypolis rigidior,1,0,1,1,N,N,N,N,"rhizome ball above ground, tiny new shoot",4/10/2024,5/29,8/7/2024,10/22/2024,
555,15_04,2,Oxypolis rigidior,0,1,1,0,N,N,N,N,gone,4/10/2024,5/29,8/7/2024,10/22/2024,
556,15_04,2,Oxypolis rigidior,1,1,1,1,N,N,N,N,tiny,4/10/2024,5/29,8/7/2024,10/22/2024,
557,15_04,2,Oxypolis rigidior,0,0,0,1,N,N,N,N,gone,4/10/2024,5/29,8/7/2024,10/22/2024,
558,15_04,2,Oxypolis rigidior,1,1,0,1,N,N,N,N,tiny,4/10/2024,5/29,8/7/2024,10/22/2024,
559,15_04,2,Oxypolis rigidior,1,1,1,0,N,N,N,N,tiny,4/10/2024,5/29,8/7/2024,10/22/2024,
560,15_04,2,Oxypolis rigidior,0,1,0,1,N,N,N,N,gone,4/10/2024,5/29,8/7/2024,10/22/2024,
561,15_04,2,Oxypolis rigidior,1,1,0,1,N,N,N,N,tiny,4/10/2024,5/29,8/7/2024,10/22/2024,
562,15_04,2,Oxypolis rigidior,1,1,0,0,N,N,N,N,tiny,4/10/2024,5/29,8/7/2024,10/22/2024,
563,15_04,2,Oxypolis rigidior,0,1,0,1,N,N,N,N,gone,4/10/2024,5/29,8/7/2024,10/22/2024,
564,15_04,2,Oxypolis rigidior,1,0,0,1,N,N,N,N,tiny,4/10/2024,5/29,8/7/2024,10/22/2024,
565,15_04,2,Oxypolis rigidior,1,1,0,0,N,N,N,N,tiny,4/10/2024,5/29,8/7/2024,10/22/2024,
566,15_04,2,Oxypolis rigidior,1,0,0,0,N,N,N,N,tiny,4/10/2024,5/29,8/7/2024,10/22/2024,
567,15_04,2,Oxypolis rigidior,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
568,15_04,2,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
569,15_04,2,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
570,15_04,2,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
571,15_04,2,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
572,15_04,2,Rhynchospora latifolia,1,0,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
573,15_04,2,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
574,15_04,2,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
575,15_04,2,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
576,15_04,2,Rhynchospora latifolia,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
577,15_04,2,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
578,15_04,2,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
579,15_04,2,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
580,15_04,2,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
581,15_04,2,Rhynchospora latifolia,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
582,15_04,2,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
583,15_04,2,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
584,15_04,2,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
585,15_04,2,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
586,15_04,2,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
587,15_04,2,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
588,15_04,2,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
589,15_04,2,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
590,15_04,2,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
591,15_04,2,Anthaenantia villosa,1,1,1,0,N,N,N,N,barely,4/10/2024,5/29,8/7/2024,10/22/2024,
592,15_04,2,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
593,15_04,2,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
594,15_04,2,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
595,15_04,2,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
596,15_04,2,Anthaenantia villosa,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
597,15_04,2,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
598,15_04,2,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
599,15_04,2,Anthaenantia villosa,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
600,15_04,2,Anthaenantia villosa,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
601,15_04,2,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
602,15_04,2,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
603,15_04,2,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
604,15_04,2,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
605,15_04,2,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
606,15_04,2,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
607,15_04,2,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
608,15_04,2,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
609,15_04,2,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
610,15_04,2,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
611,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
612,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
613,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
614,15_04,2,Andropogon glomeratus,1,0,1,0,N,N,N,N,brown stalks,4/10/2024,5/29,8/7/2024,10/22/2024,
615,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
616,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
617,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
618,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
619,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
620,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
621,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
622,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
623,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
624,15_04,2,Andropogon glomeratus,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
625,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
626,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
627,15_04,2,Andropogon glomeratus,0,0,0,0,N,N,N,N,pulled up,4/10/2024,5/29,8/7/2024,10/22/2024,
628,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
629,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
630,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
631,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
632,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
633,15_04,2,Andropogon glomeratus,1,0,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
634,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
635,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
636,15_04,2,Andropogon glomeratus,1,0,0,0,N,N,N,N,all brown stalks,4/10/2024,5/29,8/7/2024,10/22/2024,
637,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
638,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
639,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
640,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
641,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
642,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
643,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
644,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
645,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
646,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
647,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
648,15_04,2,Andropogon glomeratus,1,1,0,0,N,N,N,N,tiny,4/10/2024,5/29,8/7/2024,10/22/2024,
649,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
650,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
651,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
652,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
653,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
654,15_04,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
655,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,Y,10/23: flowering,4/10/2024,5/29,8/7/2024,10/22/2024,
656,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,Y,10/23: flowering,4/10/2024,5/29,8/7/2024,10/22/2024,
657,15_04,2,Balduina uniflora,1,0,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
658,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
659,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,Y,10/23: flowering,4/10/2024,5/29,8/7/2024,10/22/2024,
660,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
661,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
662,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,Y,10/23: flowering,4/10/2024,5/29,8/7/2024,10/22/2024,
663,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
664,15_04,2,Balduina uniflora,1,1,1,0,N,N,N,Y,10/23: flowering,4/10/2024,5/29,8/7/2024,10/22/2024,
665,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
666,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
667,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
668,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
669,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,Y,10/23: flowering,4/10/2024,5/29,8/7/2024,10/22/2024,
670,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,Y,10/23: flowering - but also marked as dead...dormant,4/10/2024,5/29,8/7/2024,10/22/2024,
671,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
672,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
673,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
674,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
675,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
676,15_04,2,Balduina uniflora,1,0,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
677,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
678,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
679,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
680,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
681,15_04,2,Balduina uniflora,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
682,15_04,2,Balduina uniflora,1,1,0,0,N,N,N,N,"tiny, brown",4/10/2024,5/29,8/7/2024,10/22/2024,
683,15_04,2,Balduina uniflora,1,1,0,0,N,N,N,N,"tiny, brown",4/10/2024,5/29,8/7/2024,10/22/2024,
684,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
685,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
686,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
687,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
688,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,Y,10/23: flowering,4/10/2024,5/29,8/7/2024,10/22/2024,
689,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
690,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
691,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
692,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
693,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
694,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
695,15_04,2,Balduina uniflora,----------------------,-----------,-----------,------------,N,N,N,N,**Never planted; hole empty,4/10/2024,5/29,8/7/2024,10/22/2024,
696,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
697,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
698,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
699,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
700,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
701,15_04,2,Balduina uniflora,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
702,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
703,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
704,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
705,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,Y,10/23: flowering,4/10/2024,5/29,8/7/2024,10/22/2024,
706,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
707,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
708,15_04,2,Balduina uniflora,1,0,0,0,N,N,N,N,tiny,4/10/2024,5/29,8/7/2024,10/22/2024,
